"","source","target","weight"
"392",2,29,0.0931395371184734
"393",11,23,0.0930455990053873
"394",23,11,0.0930455990053873
"395",17,14,0.0929208633407739
"396",14,17,0.0929208633407739
"397",96,88,0.0924732634403339
"398",88,96,0.0924732634403339
"399",77,74,0.0923362938016168
"400",74,77,0.0923362938016168
"401",99,38,0.0922554904391761
"402",38,99,0.0922554904391761
"403",58,0,0.0922233283421466
"404",0,58,0.0922233283421466
"405",95,87,0.0920825905174528
"406",87,95,0.0920825905174528
"407",61,59,0.0920737496117481
"408",59,61,0.0920737496117481
"409",6,5,0.0920185536211469
"410",5,6,0.0920185536211469
"411",58,1,0.0919067627837217
"412",1,58,0.0919067627837217
"413",111,109,0.0918387072587775
"414",109,111,0.0918387072587775
"415",96,92,0.0917625859732221
"416",92,96,0.0917625859732221
"417",111,115,0.0917133075734925
"418",115,111,0.0917133075734925
"419",77,58,0.0917115800456805
"420",58,77,0.0917115800456805
"421",94,90,0.0908198318449744
"422",90,94,0.0908198318449744
"423",72,62,0.0904554246201042
"424",62,72,0.0904554246201042
"425",12,0,0.0902339047577271
"426",0,12,0.0902339047577271
"427",45,39,0.0902040652806306
"428",39,45,0.0902040652806306
"429",78,81,0.0902040596984558
"430",81,78,0.0902040596984558
"431",59,87,0.0896312638175586
"432",87,59,0.0896312638175586
"433",83,76,0.0895773937315558
"434",76,83,0.0895773937315558
"435",105,16,0.0890466010880818
"436",16,105,0.0890466010880818
"437",105,21,0.088750588530698
"438",21,105,0.088750588530698
"439",40,2,0.0883192132612945
"440",2,40,0.0883192132612945
"441",98,86,0.0883004551510613
"442",86,98,0.0883004551510613
"443",42,36,0.0880337035676767
"444",36,42,0.0880337035676767
"445",9,24,0.0880289334490228
"446",24,9,0.0880289334490228
"447",13,15,0.0877767319930403
"448",15,13,0.0877767319930403
"449",36,8,0.0877414294377675
"450",8,36,0.0877414294377675
"451",11,13,0.0876664073023722
"452",13,11,0.0876664073023722
"453",84,78,0.0876523991017192
"454",78,84,0.0876523991017192
"455",17,18,0.0875204244694903
"456",18,17,0.0875204244694903
"457",105,24,0.0874377737034785
"458",24,105,0.0874377737034785
"459",76,70,0.0871839091082796
"460",70,76,0.0871839091082796
"461",10,36,0.0871076719491481
"462",36,10,0.0871076719491481
"463",2,8,0.0870143465818679
"464",8,2,0.0870143465818679
"465",107,115,0.086996404294049
"466",115,107,0.086996404294049
"467",86,87,0.0868113130416711
"468",87,86,0.0868113130416711
"469",92,95,0.086590572297732
"470",95,92,0.086590572297732
"471",51,48,0.0865664916707439
"472",48,51,0.0865664916707439
"473",2,16,0.0865660303143501
"474",16,2,0.0865660303143501
"475",9,14,0.0865319256698878
"476",14,9,0.0865319256698878
"477",72,81,0.0865025478126427
"478",81,72,0.0865025478126427
"479",4,14,0.0863778172247019
"480",14,4,0.0863778172247019
"481",78,63,0.086233277670215
"482",63,78,0.086233277670215
"483",86,2,0.0860475777541214
"484",2,86,0.0860475777541214
"485",84,72,0.0859789827081052
"486",72,84,0.0859789827081052
"487",18,87,0.0856844091634323
"488",87,18,0.0856844091634323
"489",77,61,0.0856805020092093
"490",61,77,0.0856805020092093
"491",13,5,0.0855733141333022
"492",5,13,0.0855733141333022
"493",74,62,0.0855327612606864
"494",62,74,0.0855327612606864
"495",17,106,0.0855284636908941
"496",106,17,0.0855284636908941
"497",96,90,0.0854898933625465
"498",90,96,0.0854898933625465
"499",15,106,0.0854030367556222
"500",106,15,0.0854030367556222
"501",9,12,0.0851786723067873
"502",12,9,0.0851786723067873
"503",18,14,0.0849969237243483
"504",14,18,0.0849969237243483
"505",78,59,0.0845067098290536
"506",59,78,0.0845067098290536
"507",56,37,0.0844020612331063
"508",37,56,0.0844020612331063
"509",28,19,0.0843368689136772
"510",19,28,0.0843368689136772
"511",2,30,0.0840929953067831
"512",30,2,0.0840929953067831
"513",29,16,0.0839782007227928
"514",16,29,0.0839782007227928
"515",79,65,0.0839637353133944
"516",65,79,0.0839637353133944
"517",12,7,0.0839510606689262
"518",7,12,0.0839510606689262
"519",12,6,0.0838839315103583
"520",6,12,0.0838839315103583
"521",104,59,0.0838466402472134
"522",59,104,0.0838466402472134
"523",59,4,0.0838098108717301
"524",4,59,0.0838098108717301
"525",121,118,0.0833430830228359
"526",118,121,0.0833430830228359
"527",49,39,0.0830675482662533
"528",39,49,0.0830675482662533
"529",15,58,0.0829579607545996
"530",58,15,0.0829579607545996
"531",74,58,0.0829089581965638
"532",58,74,0.0829089581965638
"533",3,18,0.0828569772857291
"534",18,3,0.0828569772857291
"535",17,13,0.0827914885937374
"536",13,17,0.0827914885937374
"537",9,17,0.0824146968613409
"538",17,9,0.0824146968613409
"539",56,51,0.0823609737252153
"540",51,56,0.0823609737252153
"541",51,38,0.0822034183430853
"542",38,51,0.0822034183430853
"543",58,71,0.0821430378896091
"544",71,58,0.0821430378896091
"545",22,1,0.0821405781678415
"546",1,22,0.0821405781678415
"547",59,69,0.0818733789377949
"548",69,59,0.0818733789377949
"549",77,76,0.0817857326021915
"550",76,77,0.0817857326021915
"551",79,64,0.0817053176862454
"552",64,79,0.0817053176862454
"553",10,1,0.0815897767036937
"554",1,10,0.0815897767036937
"555",105,1,0.0815768968744353
"556",1,105,0.0815768968744353
"557",19,88,0.0814141503189095
"558",88,19,0.0814141503189095
"559",48,36,0.0812317155148738
"560",36,48,0.0812317155148738
"561",49,8,0.0812032049746044
"562",8,49,0.0812032049746044
"563",67,20,0.0810105319627284
"564",20,67,0.0810105319627284
"565",12,1,0.0809733494187
"566",1,12,0.0809733494187
"567",76,80,0.0809205633715755
"568",80,76,0.0809205633715755
"569",44,36,0.0808298753214895
"570",36,44,0.0808298753214895
"571",59,13,0.080780116066573
"572",13,59,0.080780116066573
"573",39,89,0.080613881269238
"574",89,39,0.080613881269238
"575",101,89,0.0804746088030861
"576",89,101,0.0804746088030861
"577",4,2,0.0802940917434238
"578",2,4,0.0802940917434238
"579",17,1,0.079996319651033
"580",1,17,0.079996319651033
"581",94,95,0.0798788734885983
"582",95,94,0.0798788734885983
"583",78,68,0.0798445314678679
"584",68,78,0.0798445314678679
"585",17,0,0.0797883312169402
"586",0,17,0.0797883312169402
"587",49,36,0.0793447417432414
"588",36,49,0.0793447417432414
"589",14,6,0.0793341329424461
"590",6,14,0.0793341329424461
"591",46,37,0.0785054279855544
"592",37,46,0.0785054279855544
"593",27,18,0.078195428586786
"594",18,27,0.078195428586786
"595",85,74,0.0781915852520852
"596",74,85,0.0781915852520852
"597",59,6,0.0780994396687465
"598",6,59,0.0780994396687465
"599",76,62,0.0778799289702388
"600",62,76,0.0778799289702388
"601",2,5,0.0776470799902222
"602",5,2,0.0776470799902222
"603",9,6,0.0775663997381239
"604",6,9,0.0775663997381239
"605",18,1,0.0775427767574615
"606",1,18,0.0775427767574615
"607",56,39,0.0774720536220727
"608",39,56,0.0774720536220727
"609",31,18,0.0771438688719488
"610",18,31,0.0771438688719488
"611",9,21,0.0770383114077101
"612",21,9,0.0770383114077101
"613",39,42,0.0770309923747171
"614",42,39,0.0770309923747171
"615",76,60,0.076808445640202
"616",60,76,0.076808445640202
"617",9,22,0.0766803071981335
"618",22,9,0.0766803071981335
"619",90,86,0.0765064852706141
"620",86,90,0.0765064852706141
"621",15,2,0.0764810380226128
"622",2,15,0.0764810380226128
"623",58,106,0.0764494057030706
"624",106,58,0.0764494057030706
"625",21,16,0.0763633669243978
"626",16,21,0.0763633669243978
"627",85,77,0.076243763171476
"628",77,85,0.076243763171476
"629",64,67,0.0762395335274689
"630",67,64,0.0762395335274689
"631",54,45,0.0762163374888087
"632",45,54,0.0762163374888087
"633",48,47,0.0762073262871301
"634",47,48,0.0762073262871301
"635",94,92,0.0761132247236246
"636",92,94,0.0761132247236246
"637",11,6,0.0760320499859107
"638",6,11,0.0760320499859107
"639",86,41,0.0759982223765508
"640",41,86,0.0759982223765508
"641",24,22,0.0759018716188479
"642",22,24,0.0759018716188479
"643",11,9,0.0758477443936482
"644",9,11,0.0758477443936482
"645",94,86,0.0758418437558234
"646",86,94,0.0758418437558234
"647",86,0,0.0758362769102377
"648",0,86,0.0758362769102377
"649",54,49,0.0758310678203091
"650",49,54,0.0758310678203091
"651",42,43,0.0758277393418564
"652",43,42,0.0758277393418564
"653",12,58,0.075822385593545
"654",58,12,0.075822385593545
"655",38,41,0.0757779233092352
"656",41,38,0.0757779233092352
"657",96,87,0.0757198609877579
"658",87,96,0.0757198609877579
"659",51,36,0.0754461060640409
"660",36,51,0.0754461060640409
"661",12,5,0.0753884365478334
"662",5,12,0.0753884365478334
"663",12,16,0.0751592964067676
"664",16,12,0.0751592964067676
"665",75,76,0.0751333204621432
"666",76,75,0.0751333204621432
"667",51,41,0.0751158874783326
"668",41,51,0.0751158874783326
"669",53,36,0.0748378051879491
"670",36,53,0.0748378051879491
"671",79,77,0.0747494374790847
"672",77,79,0.0747494374790847
"673",18,58,0.0747001314160995
"674",58,18,0.0747001314160995
"675",84,76,0.0743923276654645
"676",76,84,0.0743923276654645
"677",101,86,0.0743536644559832
"678",86,101,0.0743536644559832
"679",11,4,0.0742836881748423
"680",4,11,0.0742836881748423
"681",22,16,0.0742717462767636
"682",16,22,0.0742717462767636
"683",66,71,0.0741887931629083
"684",71,66,0.0741887931629083
"685",15,6,0.0740583552453292
"686",6,15,0.0740583552453292
"687",85,81,0.0740384545273142
"688",81,85,0.0740384545273142
"689",43,37,0.0739419248119542
"690",37,43,0.0739419248119542
"691",74,80,0.0739154095000357
"692",80,74,0.0739154095000357
"693",76,71,0.0738546180289683
"694",71,76,0.0738546180289683
"695",107,108,0.073789650805527
"696",108,107,0.073789650805527
"697",11,14,0.0737641370672548
"698",14,11,0.0737641370672548
"699",84,71,0.0736866982245448
"700",71,84,0.0736866982245448
"701",77,68,0.0736565840364444
"702",68,77,0.0736565840364444
"703",57,53,0.0732672571505349
"704",53,57,0.0732672571505349
"705",48,43,0.0732623373209815
"706",43,48,0.0732623373209815
"707",18,6,0.0731620516837622
"708",6,18,0.0731620516837622
"709",17,6,0.0731257053763028
"710",6,17,0.0731257053763028
"711",63,59,0.0730677329726497
"712",59,63,0.0730677329726497
"713",11,17,0.0730523129273684
"714",17,11,0.0730523129273684
"715",59,62,0.0728500060841551
"716",62,59,0.0728500060841551
"717",25,16,0.0728271757835039
"718",16,25,0.0728271757835039
"719",113,19,0.0727549237204591
"720",19,113,0.0727549237204591
"721",54,37,0.0727069340236818
"722",37,54,0.0727069340236818
"723",57,36,0.0726956965065353
"724",36,57,0.0726956965065353
"725",33,87,0.072504236817737
"726",87,33,0.072504236817737
"727",59,15,0.0724861772550631
"728",15,59,0.0724861772550631
"729",107,106,0.0724533769878894
"730",106,107,0.0724533769878894
"731",29,0,0.0722702457373234
"732",0,29,0.0722702457373234
"733",17,23,0.0722479116466379
"734",23,17,0.0722479116466379
"735",51,54,0.0721387841295373
"736",54,51,0.0721387841295373
"737",28,2,0.0720763130062731
"738",2,28,0.0720763130062731
"739",12,15,0.0719437689664116
"740",15,12,0.0719437689664116
"741",79,61,0.0718908168442359
"742",61,79,0.0718908168442359
"743",107,104,0.0718574851861168
"744",104,107,0.0718574851861168
"745",54,48,0.0716840383510556
"746",48,54,0.0716840383510556
"747",103,111,0.0716783704136894
"748",111,103,0.0716783704136894
"749",49,47,0.0716589744866166
"750",47,49,0.0716589744866166
"751",18,16,0.0714090962455631
"752",16,18,0.0714090962455631
"753",99,86,0.0713834291082322
"754",86,99,0.0713834291082322
"755",105,17,0.0713055829587468
"756",17,105,0.0713055829587468
"757",18,4,0.0711000672887592
"758",4,18,0.0711000672887592
"759",53,54,0.0710483480356761
"760",54,53,0.0710483480356761
"761",12,4,0.0710421593797691
"762",4,12,0.0710421593797691
"763",51,53,0.0709374201885429
"764",53,51,0.0709374201885429
"765",104,0,0.0709364506067151
"766",0,104,0.0709364506067151
"767",113,21,0.0706009079127765
"768",21,113,0.0706009079127765
"769",4,15,0.0705142881879026
"770",15,4,0.0705142881879026
"771",29,4,0.0704550100955774
"772",4,29,0.0704550100955774
"773",79,59,0.0704489439788267
"774",59,79,0.0704489439788267
"775",92,87,0.0704475389984679
"776",87,92,0.0704475389984679
"777",29,30,0.0701959797992892
"778",30,29,0.0701959797992892
"779",3,16,0.0699728467028105
"780",16,3,0.0699728467028105
"781",24,12,0.0698075920450383
"782",12,24,0.0698075920450383
"783",102,94,0.06979334221068
"784",94,102,0.06979334221068
"785",85,58,0.0697649858355455
"786",58,85,0.0697649858355455
"787",81,77,0.0696153238001973
"788",77,81,0.0696153238001973
"789",82,59,0.0695840745229843
"790",59,82,0.0695840745229843
"791",105,4,0.0694327634359722
"792",4,105,0.0694327634359722
"793",109,110,0.0693308067607284
"794",110,109,0.0693308067607284
"795",66,69,0.0692550822106713
"796",69,66,0.0692550822106713
"797",56,43,0.0692137934051904
"798",43,56,0.0692137934051904
"799",75,69,0.0692003961980975
"800",69,75,0.0692003961980975
"801",14,13,0.0690892498599217
"802",13,14,0.0690892498599217
"803",105,0,0.0690834484543961
"804",0,105,0.0690834484543961
"805",26,1,0.0690360671371755
"806",1,26,0.0690360671371755
"807",81,80,0.0688581321888638
"808",80,81,0.0688581321888638
"809",60,70,0.0688495262512556
"810",70,60,0.0688495262512556
"811",17,16,0.0687638088845787
"812",16,17,0.0687638088845787
"813",73,59,0.0687462756526584
"814",59,73,0.0687462756526584
"815",87,0,0.0686647576176692
"816",0,87,0.0686647576176692
"817",79,76,0.0686463824318912
"818",76,79,0.0686463824318912
"819",60,1,0.0685615909208027
"820",1,60,0.0685615909208027
"821",46,0,0.0684162542483975
"822",0,46,0.0684162542483975
"823",72,80,0.0683537290814871
"824",80,72,0.0683537290814871
"825",3,13,0.0681969796220259
"826",13,3,0.0681969796220259
"827",98,89,0.0681009622466583
"828",89,98,0.0681009622466583
"829",104,109,0.0680492021500376
"830",109,104,0.0680492021500376
"831",105,108,0.0680425511182792
"832",108,105,0.0680425511182792
"833",21,2,0.0679208466735828
"834",2,21,0.0679208466735828
"835",97,93,0.067756615962201
"836",93,97,0.067756615962201
"837",21,12,0.0676911497981948
"838",12,21,0.0676911497981948
"839",27,13,0.0676887592400945
"840",13,27,0.0676887592400945
"841",84,62,0.0674465824430603
"842",62,84,0.0674465824430603
"843",108,106,0.0674221412113164
"844",106,108,0.0674221412113164
"845",12,13,0.0672895162215782
"846",13,12,0.0672895162215782
"847",56,47,0.0672473535387026
"848",47,56,0.0672473535387026
"849",11,0,0.0671783412741018
"850",0,11,0.0671783412741018
"851",22,4,0.0669607005260021
"852",4,22,0.0669607005260021
"853",96,102,0.0669454754060581
"854",102,96,0.0669454754060581
"855",13,16,0.0669328410656856
"856",16,13,0.0669328410656856
"857",26,2,0.066902476130576
"858",2,26,0.066902476130576
"859",92,88,0.0666946034240397
"860",88,92,0.0666946034240397
"861",21,59,0.0666727896957915
"862",59,21,0.0666727896957915
"863",97,88,0.0665178626130071
"864",88,97,0.0665178626130071
"865",59,1,0.0664589569890188
"866",1,59,0.0664589569890188
"867",78,65,0.0661814495444699
"868",65,78,0.0661814495444699
"869",85,70,0.0661738820021724
"870",70,85,0.0661738820021724
"871",47,38,0.0661396030664973
"872",38,47,0.0661396030664973
"873",93,95,0.0661279705804493
"874",95,93,0.0661279705804493
"875",55,46,0.0660348360865435
"876",46,55,0.0660348360865435
"877",111,24,0.0657995911329013
"878",24,111,0.0657995911329013
"879",73,20,0.0655460994723815
"880",20,73,0.0655460994723815
"881",59,71,0.0655022953150519
"882",71,59,0.0655022953150519
"883",62,41,0.0654999771467728
"884",41,62,0.0654999771467728
"885",59,65,0.0654822402145049
"886",65,59,0.0654822402145049
"887",114,110,0.0654280464718201
"888",110,114,0.0654280464718201
"889",90,87,0.0654097792491169
"890",87,90,0.0654097792491169
"891",72,70,0.0653604175201965
"892",70,72,0.0653604175201965
"893",42,2,0.0653528088932734
"894",2,42,0.0653528088932734
